CLASS,DESCRIPTION,CORES SATISFIED,DAYS/TIMES,ROOM,INSTRUCTOR,UNITS 
TESP 108 (44024),Human Traff & Christn Ethics,"Applied Ethics (Pathway), Religion Theology & Culture 3",MW 03:30 PM - 5:15pm,KENNA 304,"Peterson-Iyer, Karen",5.00
TESP 108 (44024),Human Traff & Christn Ethics,"Applied Ethics (Pathway), Religion Theology & Culture 3",MW 03:30 PM - 5:15pm,KENNA 304,"Peterson-Iyer, Karen",5.00
TESP 119 (43132),"Theology, Sex & Relationships","Applied Ethics (Pathway), Religion Theology & Culture 3",MWF 10:30 AM - 11:35am,KENNA 109,"Peterson-Iyer, Karen",5.00
TESP 119 (43132),"Theology, Sex & Relationships","Applied Ethics (Pathway), Religion Theology & Culture 3",MWF 10:30 AM - 11:35am,KENNA 109,"Peterson-Iyer, Karen",5.00
TESP 119 (43132),"Theology, Sex & Relationships","Applied Ethics (Pathway), Religion Theology & Culture 3",MWF 10:30 AM - 11:35am,KENNA 109,"Peterson-Iyer, Karen",5.00
TESP 119 (43132),"Theology, Sex & Relationships","Applied Ethics (Pathway), Religion Theology & Culture 3",MWF 10:30 AM - 11:35am,KENNA 109,"Peterson-Iyer, Karen",5.00
TESP 119 (43132),"Theology, Sex & Relationships","Applied Ethics (Pathway), Religion Theology & Culture 3",MWF 10:30 AM - 11:35am,KENNA 109,"Peterson-Iyer, Karen",5.00
TESP 119 (43132),"Theology, Sex & Relationships","Applied Ethics (Pathway), Religion Theology & Culture 3",MWF 10:30 AM - 11:35am,KENNA 109,"Peterson-Iyer, Karen",5.00
TESP 119 (43132),"Theology, Sex & Relationships","Applied Ethics (Pathway), Religion Theology & Culture 3",MWF 10:30 AM - 11:35am,KENNA 109,"Peterson-Iyer, Karen",5.00
TESP 129 (43140),Religion and Peace,"Applied Ethics (Pathway), Justice and the Arts (Pathway), Leading People, Org & Soc Chng (Pathway), Vocation (Pathway), Experiential Learning for Social Justice, Religion Theology & Culture 3",TR 12:10 PM - 1:50pm,SOBRATO 19,"Gibson, Diana C",5.00
TESP 129 (43140),Religion and Peace,"Applied Ethics (Pathway), Justice and the Arts (Pathway), Leading People, Org & Soc Chng (Pathway), Vocation (Pathway), Experiential Learning for Social Justice, Religion Theology & Culture 3",TR 12:10 PM - 1:50pm,SOBRATO 19,"Gibson, Diana C",5.00
TESP 129 (43140),Religion and Peace,"Applied Ethics (Pathway), Justice and the Arts (Pathway), Leading People, Org & Soc Chng (Pathway), Vocation (Pathway), Experiential Learning for Social Justice, Religion Theology & Culture 3",TR 12:10 PM - 1:50pm,SOBRATO 19,"Gibson, Diana C",5.00
TESP 129 (43140),Religion and Peace,"Applied Ethics (Pathway), Justice and the Arts (Pathway), Leading People, Org & Soc Chng (Pathway), Vocation (Pathway), Experiential Learning for Social Justice, Religion Theology & Culture 3",TR 12:10 PM - 1:50pm,SOBRATO 19,"Gibson, Diana C",5.00
TESP 129 (43140),Religion and Peace,"Applied Ethics (Pathway), Justice and the Arts (Pathway), Leading People, Org & Soc Chng (Pathway), Vocation (Pathway), Experiential Learning for Social Justice, Religion Theology & Culture 3",TR 12:10 PM - 1:50pm,SOBRATO 19,"Gibson, Diana C",5.00
TESP 129 (43140),Religion and Peace,"Applied Ethics (Pathway), Justice and the Arts (Pathway), Leading People, Org & Soc Chng (Pathway), Vocation (Pathway), Experiential Learning for Social Justice, Religion Theology & Culture 3",TR 12:10 PM - 1:50pm,SOBRATO 19,"Gibson, Diana C",5.00
TESP 129 (43140),Religion and Peace,"Applied Ethics (Pathway), Justice and the Arts (Pathway), Leading People, Org & Soc Chng (Pathway), Vocation (Pathway), Experiential Learning for Social Justice, Religion Theology & Culture 3",TR 12:10 PM - 1:50pm,SOBRATO 19,"Gibson, Diana C",5.00
TESP 157 (44027),Ethics in Health Professions,"Applied Ethics (Pathway), Values Science Technology (Pathway), Experiential Learning for Social Justice, Religion Theology & Culture 3",TR 08:30 AM - 10:10am,KENNA 304,"McLean, Margaret",5.00
TESP 157 (44027),Ethics in Health Professions,"Applied Ethics (Pathway), Values Science Technology (Pathway), Experiential Learning for Social Justice, Religion Theology & Culture 3",TR 08:30 AM - 10:10am,KENNA 304,"McLean, Margaret",5.00
TESP 157 (44027),Ethics in Health Professions,"Applied Ethics (Pathway), Values Science Technology (Pathway), Experiential Learning for Social Justice, Religion Theology & Culture 3",TR 08:30 AM - 10:10am,KENNA 304,"McLean, Margaret",5.00
TESP 157 (44027),Ethics in Health Professions,"Applied Ethics (Pathway), Values Science Technology (Pathway), Experiential Learning for Social Justice, Religion Theology & Culture 3",TR 08:30 AM - 10:10am,KENNA 304,"McLean, Margaret",5.00
TESP 157 (44027),Ethics in Health Professions,"Applied Ethics (Pathway), Values Science Technology (Pathway), Experiential Learning for Social Justice, Religion Theology & Culture 3",TR 08:30 AM - 10:10am,KENNA 304,"McLean, Margaret",5.00
TESP 157 (44027),Ethics in Health Professions,"Applied Ethics (Pathway), Values Science Technology (Pathway), Experiential Learning for Social Justice, Religion Theology & Culture 3",TR 08:30 AM - 10:10am,KENNA 304,"McLean, Margaret",5.00
TESP 157 (44027),Ethics in Health Professions,"Applied Ethics (Pathway), Values Science Technology (Pathway), Experiential Learning for Social Justice, Religion Theology & Culture 3",TR 08:30 AM - 10:10am,KENNA 304,"McLean, Margaret",5.00
ARTH 26 (43686),Art! Making China Modern,"Beauty (Pathway), Gender, Globalization & Empire (Pathway), Politics & Religion (Pathway), Cultures and Ideas 3",TR 02:00 PM - 3:40pm,DOWD 208,"Clydesdale, Heather D",4.00
ARTH 26 (43686),Art! Making China Modern,"Beauty (Pathway), Gender, Globalization & Empire (Pathway), Politics & Religion (Pathway), Cultures and Ideas 3",TR 02:00 PM - 3:40pm,DOWD 208,"Clydesdale, Heather D",4.00
ARTH 26 (43686),Art! Making China Modern,"Beauty (Pathway), Gender, Globalization & Empire (Pathway), Politics & Religion (Pathway), Cultures and Ideas 3",TR 02:00 PM - 3:40pm,DOWD 208,"Clydesdale, Heather D",4.00
ARTH 26 (43686),Art! Making China Modern,"Beauty (Pathway), Gender, Globalization & Empire (Pathway), Politics & Religion (Pathway), Cultures and Ideas 3",TR 02:00 PM - 3:40pm,DOWD 208,"Clydesdale, Heather D",4.00
ARTH 26 (43686),Art! Making China Modern,"Beauty (Pathway), Gender, Globalization & Empire (Pathway), Politics & Religion (Pathway), Cultures and Ideas 3",TR 02:00 PM - 3:40pm,DOWD 208,"Clydesdale, Heather D",4.00
ARTH 26 (43686),Art! Making China Modern,"Beauty (Pathway), Gender, Globalization & Empire (Pathway), Politics & Religion (Pathway), Cultures and Ideas 3",TR 02:00 PM - 3:40pm,DOWD 208,"Clydesdale, Heather D",4.00
ARTH 26 (43686),Art! Making China Modern,"Beauty (Pathway), Gender, Globalization & Empire (Pathway), Politics & Religion (Pathway), Cultures and Ideas 3",TR 02:00 PM - 3:40pm,DOWD 208,"Clydesdale, Heather D",4.00
ARTS 32 (43703),Two-Dimensional Design,"Beauty (Pathway), Design Thinking (Pathway), Arts",MW 10:30 AM - 12:50pm,DOWD 314,"Eastburn, Jessica",4.00
ARTS 32 (43703),Two-Dimensional Design,"Beauty (Pathway), Design Thinking (Pathway), Arts",MW 10:30 AM - 12:50pm,DOWD 314,"Eastburn, Jessica",4.00
ARTS 32 (43703),Two-Dimensional Design,"Beauty (Pathway), Design Thinking (Pathway), Arts",MW 10:30 AM - 12:50pm,DOWD 314,"Eastburn, Jessica",4.00
ARTS 32 (43703),Two-Dimensional Design,"Beauty (Pathway), Design Thinking (Pathway), Arts",MW 10:30 AM - 12:50pm,DOWD 314,"Eastburn, Jessica",4.00
ARTS 32 (43703),Two-Dimensional Design,"Beauty (Pathway), Design Thinking (Pathway), Arts",MW 10:30 AM - 12:50pm,DOWD 314,"Eastburn, Jessica",4.00
ARTS 32 (43703),Two-Dimensional Design,"Beauty (Pathway), Design Thinking (Pathway), Arts",MW 10:30 AM - 12:50pm,DOWD 314,"Eastburn, Jessica",4.00
ARTS 32 (43703),Two-Dimensional Design,"Beauty (Pathway), Design Thinking (Pathway), Arts",MW 10:30 AM - 12:50pm,DOWD 314,"Eastburn, Jessica",4.00
ARTS 43 (43690),Basic Painting,"Beauty (Pathway), Arts",TR 04:30 PM - 6:50pm,DOWD 320,"Reynolds, Ryan Michael",4.00
ARTS 43 (43690),Basic Painting,"Beauty (Pathway), Arts",TR 04:30 PM - 6:50pm,DOWD 320,"Reynolds, Ryan Michael",4.00
ARTS 43 (43690),Basic Painting,"Beauty (Pathway), Arts",TR 04:30 PM - 6:50pm,DOWD 320,"Reynolds, Ryan Michael",4.00
ARTS 43 (43690),Basic Painting,"Beauty (Pathway), Arts",TR 04:30 PM - 6:50pm,DOWD 320,"Reynolds, Ryan Michael",4.00
ARTS 43 (43690),Basic Painting,"Beauty (Pathway), Arts",TR 04:30 PM - 6:50pm,DOWD 320,"Reynolds, Ryan Michael",4.00
ARTS 43 (43690),Basic Painting,"Beauty (Pathway), Arts",TR 04:30 PM - 6:50pm,DOWD 320,"Reynolds, Ryan Michael",4.00
ARTS 43 (43690),Basic Painting,"Beauty (Pathway), Arts",TR 04:30 PM - 6:50pm,DOWD 320,"Reynolds, Ryan Michael",4.00
MUSC 8 (42855),Intro to Listening: Western,"Beauty (Pathway), Arts",TR 12:10 PM - 1:50pm,MDF 106,"Rivera, Anthony",4.00
MUSC 8 (42855),Intro to Listening: Western,"Beauty (Pathway), Arts",TR 12:10 PM - 1:50pm,MDF 106,"Rivera, Anthony",4.00
MUSC 8 (42855),Intro to Listening: Western,"Beauty (Pathway), Arts",TR 12:10 PM - 1:50pm,MDF 106,"Rivera, Anthony",4.00
MUSC 8 (42855),Intro to Listening: Western,"Beauty (Pathway), Arts",TR 12:10 PM - 1:50pm,MDF 106,"Rivera, Anthony",4.00
MUSC 8 (42855),Intro to Listening: Western,"Beauty (Pathway), Arts",TR 12:10 PM - 1:50pm,MDF 106,"Rivera, Anthony",4.00
MUSC 8 (42855),Intro to Listening: Western,"Beauty (Pathway), Arts",TR 12:10 PM - 1:50pm,MDF 106,"Rivera, Anthony",4.00
MUSC 8 (42855),Intro to Listening: Western,"Beauty (Pathway), Arts",TR 12:10 PM - 1:50pm,MDF 106,"Rivera, Anthony",4.00
MUSC 9 (42847),Intro to Listening: Electronic,"Beauty (Pathway), Arts",TR 05:40 PM - 7:20pm,MDF 231,"Suzuki, Kaori",4.00
MUSC 9 (42847),Intro to Listening: Electronic,"Beauty (Pathway), Arts",TR 05:40 PM - 7:20pm,MDF 231,"Suzuki, Kaori",4.00
MUSC 9 (42847),Intro to Listening: Electronic,"Beauty (Pathway), Arts",TR 05:40 PM - 7:20pm,MDF 231,"Suzuki, Kaori",4.00
MUSC 9 (42847),Intro to Listening: Electronic,"Beauty (Pathway), Arts",TR 05:40 PM - 7:20pm,MDF 231,"Suzuki, Kaori",4.00
MUSC 9 (42847),Intro to Listening: Electronic,"Beauty (Pathway), Arts",TR 05:40 PM - 7:20pm,MDF 231,"Suzuki, Kaori",4.00
MUSC 9 (42847),Intro to Listening: Electronic,"Beauty (Pathway), Arts",TR 05:40 PM - 7:20pm,MDF 231,"Suzuki, Kaori",4.00
MUSC 9 (42847),Intro to Listening: Electronic,"Beauty (Pathway), Arts",TR 05:40 PM - 7:20pm,MDF 231,"Suzuki, Kaori",4.00
MUSC 10 (43958),Intro to Listening: Jazz,"Beauty (Pathway), Diversity",MWF 11:45 AM - 12:50pm,MDF 119,"Schultz, Carl Arther",4.00
MUSC 10 (43958),Intro to Listening: Jazz,"Beauty (Pathway), Diversity",MWF 11:45 AM - 12:50pm,MDF 119,"Schultz, Carl Arther",4.00
MUSC 10 (43958),Intro to Listening: Jazz,"Beauty (Pathway), Diversity",MWF 11:45 AM - 12:50pm,MDF 119,"Schultz, Carl Arther",4.00
MUSC 10 (43958),Intro to Listening: Jazz,"Beauty (Pathway), Diversity",MWF 11:45 AM - 12:50pm,MDF 119,"Schultz, Carl Arther",4.00
MUSC 10 (43958),Intro to Listening: Jazz,"Beauty (Pathway), Diversity",MWF 11:45 AM - 12:50pm,MDF 119,"Schultz, Carl Arther",4.00
MUSC 10 (43958),Intro to Listening: Jazz,"Beauty (Pathway), Diversity",MWF 11:45 AM - 12:50pm,MDF 119,"Schultz, Carl Arther",4.00
MUSC 10 (43958),Intro to Listening: Jazz,"Beauty (Pathway), Diversity",MWF 11:45 AM - 12:50pm,MDF 119,"Schultz, Carl Arther",4.00
PHIL 183 (43972),Philosophy and Film,"Beauty (Pathway), Cinema Studies (Pathway)",TR 02:00 PM - 3:40pm,CASA 8,"Bradfield, Erin Cecilia",5.00
PHIL 183 (43972),Philosophy and Film,"Beauty (Pathway), Cinema Studies (Pathway)",TR 02:00 PM - 3:40pm,CASA 8,"Bradfield, Erin Cecilia",5.00
PHIL 183 (43972),Philosophy and Film,"Beauty (Pathway), Cinema Studies (Pathway)",TR 02:00 PM - 3:40pm,CASA 8,"Bradfield, Erin Cecilia",5.00
PHIL 183 (43972),Philosophy and Film,"Beauty (Pathway), Cinema Studies (Pathway)",TR 02:00 PM - 3:40pm,CASA 8,"Bradfield, Erin Cecilia",5.00
PHIL 183 (43972),Philosophy and Film,"Beauty (Pathway), Cinema Studies (Pathway)",TR 02:00 PM - 3:40pm,CASA 8,"Bradfield, Erin Cecilia",5.00
PHIL 183 (43972),Philosophy and Film,"Beauty (Pathway), Cinema Studies (Pathway)",TR 02:00 PM - 3:40pm,CASA 8,"Bradfield, Erin Cecilia",5.00
PHIL 183 (43972),Philosophy and Film,"Beauty (Pathway), Cinema Studies (Pathway)",TR 02:00 PM - 3:40pm,CASA 8,"Bradfield, Erin Cecilia",5.00
POLI 107 (43983),American Political Thought,"Beauty (Pathway), Democracy (Pathway)",TR 10:20 AM - 12pm,KENNA 218,"Lukes, Timothy J",5.00
POLI 107 (43983),American Political Thought,"Beauty (Pathway), Democracy (Pathway)",TR 10:20 AM - 12pm,KENNA 218,"Lukes, Timothy J",5.00
POLI 107 (43983),American Political Thought,"Beauty (Pathway), Democracy (Pathway)",TR 10:20 AM - 12pm,KENNA 218,"Lukes, Timothy J",5.00
POLI 107 (43983),American Political Thought,"Beauty (Pathway), Democracy (Pathway)",TR 10:20 AM - 12pm,KENNA 218,"Lukes, Timothy J",5.00
POLI 107 (43983),American Political Thought,"Beauty (Pathway), Democracy (Pathway)",TR 10:20 AM - 12pm,KENNA 218,"Lukes, Timothy J",5.00
POLI 107 (43983),American Political Thought,"Beauty (Pathway), Democracy (Pathway)",TR 10:20 AM - 12pm,KENNA 218,"Lukes, Timothy J",5.00
POLI 107 (43983),American Political Thought,"Beauty (Pathway), Democracy (Pathway)",TR 10:20 AM - 12pm,KENNA 218,"Lukes, Timothy J",5.00
SCTR 111 (43127),Bible & Ecology,"Beauty (Pathway), Religion Theology & Culture 3",MW 03:30 PM - 5:15pm,CASA 8,"Schutz, Paul James",5.00
SCTR 111 (43127),Bible & Ecology,"Beauty (Pathway), Religion Theology & Culture 3",MW 03:30 PM - 5:15pm,CASA 8,"Schutz, Paul James",5.00
SCTR 111 (43127),Bible & Ecology,"Beauty (Pathway), Religion Theology & Culture 3",MW 03:30 PM - 5:15pm,CASA 8,"Schutz, Paul James",5.00
SCTR 111 (43127),Bible & Ecology,"Beauty (Pathway), Religion Theology & Culture 3",MW 03:30 PM - 5:15pm,CASA 8,"Schutz, Paul James",5.00
SCTR 111 (43127),Bible & Ecology,"Beauty (Pathway), Religion Theology & Culture 3",MW 03:30 PM - 5:15pm,CASA 8,"Schutz, Paul James",5.00
SCTR 111 (43127),Bible & Ecology,"Beauty (Pathway), Religion Theology & Culture 3",MW 03:30 PM - 5:15pm,CASA 8,"Schutz, Paul James",5.00
SCTR 111 (43127),Bible & Ecology,"Beauty (Pathway), Religion Theology & Culture 3",MW 03:30 PM - 5:15pm,CASA 8,"Schutz, Paul James",5.00
THTR 30 (43177),Intro to Design,"Beauty (Pathway), Design Thinking (Pathway), Arts",TR 10:20 AM - 12pm,MAYER 231,"Enos, Jerald R",4.00
THTR 30 (43177),Intro to Design,"Beauty (Pathway), Design Thinking (Pathway), Arts",TR 10:20 AM - 12pm,MAYER 231,"Enos, Jerald R",4.00
THTR 30 (43177),Intro to Design,"Beauty (Pathway), Design Thinking (Pathway), Arts",TR 10:20 AM - 12pm,MAYER 231,"Enos, Jerald R",4.00
THTR 30 (43177),Intro to Design,"Beauty (Pathway), Design Thinking (Pathway), Arts",TR 10:20 AM - 12pm,MAYER 231,"Enos, Jerald R",4.00
THTR 30 (43177),Intro to Design,"Beauty (Pathway), Design Thinking (Pathway), Arts",TR 10:20 AM - 12pm,MAYER 231,"Enos, Jerald R",4.00
THTR 30 (43177),Intro to Design,"Beauty (Pathway), Design Thinking (Pathway), Arts",TR 10:20 AM - 12pm,MAYER 231,"Enos, Jerald R",4.00
THTR 30 (43177),Intro to Design,"Beauty (Pathway), Design Thinking (Pathway), Arts",TR 10:20 AM - 12pm,MAYER 231,"Enos, Jerald R",4.00
THTR 122 (43187),Act Styl II:Acting for Camera,"Beauty (Pathway), Cinema Studies (Pathway)",TR 10:20 AM - 12pm,MAYER RH,"Billingslea, Aldo L",5.00
THTR 122 (43187),Act Styl II:Acting for Camera,"Beauty (Pathway), Cinema Studies (Pathway)",TR 10:20 AM - 12pm,MAYER RH,"Billingslea, Aldo L",5.00
THTR 122 (43187),Act Styl II:Acting for Camera,"Beauty (Pathway), Cinema Studies (Pathway)",TR 10:20 AM - 12pm,MAYER RH,"Billingslea, Aldo L",5.00
THTR 122 (43187),Act Styl II:Acting for Camera,"Beauty (Pathway), Cinema Studies (Pathway)",TR 10:20 AM - 12pm,MAYER RH,"Billingslea, Aldo L",5.00
THTR 122 (43187),Act Styl II:Acting for Camera,"Beauty (Pathway), Cinema Studies (Pathway)",TR 10:20 AM - 12pm,MAYER RH,"Billingslea, Aldo L",5.00
THTR 122 (43187),Act Styl II:Acting for Camera,"Beauty (Pathway), Cinema Studies (Pathway)",TR 10:20 AM - 12pm,MAYER RH,"Billingslea, Aldo L",5.00
THTR 122 (43187),Act Styl II:Acting for Camera,"Beauty (Pathway), Cinema Studies (Pathway)",TR 10:20 AM - 12pm,MAYER RH,"Billingslea, Aldo L",5.00
WGST 104 (44042),"Beauty, Culture & Society","Beauty (Pathway), Gender, Globalization & Empire (Pathway), Gender, Sexuality & the Body (Pathway), Cultures and Ideas 3",MWF 11:45 AM - 12:50pm,ONLINE,"Sharangpani, Mukta H",5.00
WGST 104 (44042),"Beauty, Culture & Society","Beauty (Pathway), Gender, Globalization & Empire (Pathway), Gender, Sexuality & the Body (Pathway), Cultures and Ideas 3",MWF 11:45 AM - 12:50pm,ONLINE,"Sharangpani, Mukta H",5.00
WGST 104 (44042),"Beauty, Culture & Society","Beauty (Pathway), Gender, Globalization & Empire (Pathway), Gender, Sexuality & the Body (Pathway), Cultures and Ideas 3",MWF 11:45 AM - 12:50pm,ONLINE,"Sharangpani, Mukta H",5.00
WGST 104 (44042),"Beauty, Culture & Society","Beauty (Pathway), Gender, Globalization & Empire (Pathway), Gender, Sexuality & the Body (Pathway), Cultures and Ideas 3",MWF 11:45 AM - 12:50pm,ONLINE,"Sharangpani, Mukta H",5.00
WGST 104 (44042),"Beauty, Culture & Society","Beauty (Pathway), Gender, Globalization & Empire (Pathway), Gender, Sexuality & the Body (Pathway), Cultures and Ideas 3",MWF 11:45 AM - 12:50pm,ONLINE,"Sharangpani, Mukta H",5.00
WGST 104 (44042),"Beauty, Culture & Society","Beauty (Pathway), Gender, Globalization & Empire (Pathway), Gender, Sexuality & the Body (Pathway), Cultures and Ideas 3",MWF 11:45 AM - 12:50pm,ONLINE,"Sharangpani, Mukta H",5.00
WGST 104 (44042),"Beauty, Culture & Society","Beauty (Pathway), Gender, Globalization & Empire (Pathway), Gender, Sexuality & the Body (Pathway), Cultures and Ideas 3",MWF 11:45 AM - 12:50pm,ONLINE,"Sharangpani, Mukta H",5.00
CHST 66 (42548),Movement Education,"Children, Family, & Society (Pathway)",MWF 01:00 PM - 2:05pm,HEAFEY 225,"Kusanovich, Kristin A",4.00
CHST 66 (42548),Movement Education,"Children, Family, & Society (Pathway)",MWF 01:00 PM - 2:05pm,HEAFEY 225,"Kusanovich, Kristin A",4.00
CHST 66 (42548),Movement Education,"Children, Family, & Society (Pathway)",MWF 01:00 PM - 2:05pm,HEAFEY 225,"Kusanovich, Kristin A",4.00
CHST 66 (42548),Movement Education,"Children, Family, & Society (Pathway)",MWF 01:00 PM - 2:05pm,HEAFEY 225,"Kusanovich, Kristin A",4.00
CHST 66 (42548),Movement Education,"Children, Family, & Society (Pathway)",MWF 01:00 PM - 2:05pm,HEAFEY 225,"Kusanovich, Kristin A",4.00
CHST 66 (42548),Movement Education,"Children, Family, & Society (Pathway)",MWF 01:00 PM - 2:05pm,HEAFEY 225,"Kusanovich, Kristin A",4.00
CHST 66 (42548),Movement Education,"Children, Family, & Society (Pathway)",MWF 01:00 PM - 2:05pm,HEAFEY 225,"Kusanovich, Kristin A",4.00
CHST 75 (42543),Technology and Education,"Children, Family, & Society (Pathway), Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",TR 02:00 PM - 3:40pm,ONLINE,"Day, Elizabeth B",4.00
CHST 75 (42543),Technology and Education,"Children, Family, & Society (Pathway), Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",TR 02:00 PM - 3:40pm,ONLINE,"Day, Elizabeth B",4.00
CHST 75 (42543),Technology and Education,"Children, Family, & Society (Pathway), Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",TR 02:00 PM - 3:40pm,ONLINE,"Day, Elizabeth B",4.00
CHST 75 (42543),Technology and Education,"Children, Family, & Society (Pathway), Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",TR 02:00 PM - 3:40pm,ONLINE,"Day, Elizabeth B",4.00
CHST 75 (42543),Technology and Education,"Children, Family, & Society (Pathway), Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",TR 02:00 PM - 3:40pm,ONLINE,"Day, Elizabeth B",4.00
CHST 75 (42543),Technology and Education,"Children, Family, & Society (Pathway), Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",TR 02:00 PM - 3:40pm,ONLINE,"Day, Elizabeth B",4.00
CHST 75 (42543),Technology and Education,"Children, Family, & Society (Pathway), Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Science Technology & Society",TR 02:00 PM - 3:40pm,ONLINE,"Day, Elizabeth B",4.00
CHST 106 (43861),Urban Educ & Multiculturalism,"Children, Family, & Society (Pathway), Race Place & Soc Inequalities (Pathway), Sustainability (Pathway), Diversity, Experiential Learning for Social Justice",MWF 02:15 PM - 3:20pm,ALAM 105,"Davila, Omar",5.00
CHST 106 (43861),Urban Educ & Multiculturalism,"Children, Family, & Society (Pathway), Race Place & Soc Inequalities (Pathway), Sustainability (Pathway), Diversity, Experiential Learning for Social Justice",MWF 02:15 PM - 3:20pm,ALAM 105,"Davila, Omar",5.00
CHST 106 (43861),Urban Educ & Multiculturalism,"Children, Family, & Society (Pathway), Race Place & Soc Inequalities (Pathway), Sustainability (Pathway), Diversity, Experiential Learning for Social Justice",MWF 02:15 PM - 3:20pm,ALAM 105,"Davila, Omar",5.00
CHST 106 (43861),Urban Educ & Multiculturalism,"Children, Family, & Society (Pathway), Race Place & Soc Inequalities (Pathway), Sustainability (Pathway), Diversity, Experiential Learning for Social Justice",MWF 02:15 PM - 3:20pm,ALAM 105,"Davila, Omar",5.00
CHST 106 (43861),Urban Educ & Multiculturalism,"Children, Family, & Society (Pathway), Race Place & Soc Inequalities (Pathway), Sustainability (Pathway), Diversity, Experiential Learning for Social Justice",MWF 02:15 PM - 3:20pm,ALAM 105,"Davila, Omar",5.00
CHST 106 (43861),Urban Educ & Multiculturalism,"Children, Family, & Society (Pathway), Race Place & Soc Inequalities (Pathway), Sustainability (Pathway), Diversity, Experiential Learning for Social Justice",MWF 02:15 PM - 3:20pm,ALAM 105,"Davila, Omar",5.00
CHST 106 (43861),Urban Educ & Multiculturalism,"Children, Family, & Society (Pathway), Race Place & Soc Inequalities (Pathway), Sustainability (Pathway), Diversity, Experiential Learning for Social Justice",MWF 02:15 PM - 3:20pm,ALAM 105,"Davila, Omar",5.00
ENVS 131 (43906),Environmental Education,"Children, Family, & Society (Pathway), Sustainability (Pathway), Experiential Learning for Social Justice",MWF 01:00 PM - 2:05pm,ALAM 104,"Grudin, Theodore Robert",5.00
ENVS 131 (43906),Environmental Education,"Children, Family, & Society (Pathway), Sustainability (Pathway), Experiential Learning for Social Justice",MWF 01:00 PM - 2:05pm,ALAM 104,"Grudin, Theodore Robert",5.00
ENVS 131 (43906),Environmental Education,"Children, Family, & Society (Pathway), Sustainability (Pathway), Experiential Learning for Social Justice",MWF 01:00 PM - 2:05pm,ALAM 104,"Grudin, Theodore Robert",5.00
ENVS 131 (43906),Environmental Education,"Children, Family, & Society (Pathway), Sustainability (Pathway), Experiential Learning for Social Justice",MWF 01:00 PM - 2:05pm,ALAM 104,"Grudin, Theodore Robert",5.00
ENVS 131 (43906),Environmental Education,"Children, Family, & Society (Pathway), Sustainability (Pathway), Experiential Learning for Social Justice",MWF 01:00 PM - 2:05pm,ALAM 104,"Grudin, Theodore Robert",5.00
ENVS 131 (43906),Environmental Education,"Children, Family, & Society (Pathway), Sustainability (Pathway), Experiential Learning for Social Justice",MWF 01:00 PM - 2:05pm,ALAM 104,"Grudin, Theodore Robert",5.00
ENVS 131 (43906),Environmental Education,"Children, Family, & Society (Pathway), Sustainability (Pathway), Experiential Learning for Social Justice",MWF 01:00 PM - 2:05pm,ALAM 104,"Grudin, Theodore Robert",5.00
PSYC 178 (44002),Advanced Topics:Develop Psyc,"Children, Family, & Society (Pathway)",MWF 11:45 AM - 12:50pm,DOWD 206,"Whitfield, Lisa C",5.00
PSYC 178 (44002),Advanced Topics:Develop Psyc,"Children, Family, & Society (Pathway)",MWF 11:45 AM - 12:50pm,DOWD 206,"Whitfield, Lisa C",5.00
PSYC 178 (44002),Advanced Topics:Develop Psyc,"Children, Family, & Society (Pathway)",MWF 11:45 AM - 12:50pm,DOWD 206,"Whitfield, Lisa C",5.00
PSYC 178 (44002),Advanced Topics:Develop Psyc,"Children, Family, & Society (Pathway)",MWF 11:45 AM - 12:50pm,DOWD 206,"Whitfield, Lisa C",5.00
PSYC 178 (44002),Advanced Topics:Develop Psyc,"Children, Family, & Society (Pathway)",MWF 11:45 AM - 12:50pm,DOWD 206,"Whitfield, Lisa C",5.00
PSYC 178 (44002),Advanced Topics:Develop Psyc,"Children, Family, & Society (Pathway)",MWF 11:45 AM - 12:50pm,DOWD 206,"Whitfield, Lisa C",5.00
PSYC 178 (44002),Advanced Topics:Develop Psyc,"Children, Family, & Society (Pathway)",MWF 11:45 AM - 12:50pm,DOWD 206,"Whitfield, Lisa C",5.00
PSYC 185EL (43085),Developmental Psychology  ELSJ,"Children, Family, & Society (Pathway), Experiential Learning for Social Justice",TR 10:20 AM - 12pm,DOWD 210,"Urdan, Timothy C.",5.00
PSYC 185EL (43085),Developmental Psychology  ELSJ,"Children, Family, & Society (Pathway), Experiential Learning for Social Justice",TR 10:20 AM - 12pm,DOWD 210,"Urdan, Timothy C.",5.00
PSYC 185EL (43085),Developmental Psychology  ELSJ,"Children, Family, & Society (Pathway), Experiential Learning for Social Justice",TR 10:20 AM - 12pm,DOWD 210,"Urdan, Timothy C.",5.00
